language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.96  T=0.44 s (1109.7 files/s 382773.6 lines/s)"
YAML,./arkime/arkime_regression_test_harness/docker-compose.yml,1,0,45
Markdown,./docs/api-version.md,4,0,45
YAML,./sensor-iso/interface/sensor_ctl/filebeat/filebeat.yml,4,1,44
Dockerfile,./sensor-iso/beats/Dockerfile,7,1,43
Bourne Shell,./file-monitor/capa-update.sh,8,0,42
PHP,./name-map-ui/site/upload.php,10,5,42
Bourne Shell,./shared/bin/ufw_allow_viewer.sh,9,11,42
YAML,./filebeat/filebeat-tcp.yml,7,5,41
Bourne Shell,./sensor-iso/arkime/build-arkime-deb.sh,18,1,41
JSON,./dashboards/templates/malcolm_beats_template.json,0,0,40
YAML,./logstash/maps/smtp_result_codes.yaml,0,0,40
Ruby,./logstash/ruby/dotted_hash_unflatten.rb,10,3,40
Bourne Again Shell,./sensor-iso/config/hooks/normal/0990-remove-unwanted-pkg.hook.chroot,6,5,40
Bourne Shell,./arkime/scripts/arkime-needs-upgrade.sh,11,9,39
Markdown,./docs/zeek-intel.md,23,0,39
Bourne Shell,./sensor-iso/interface/sensor_ctl/filebeat/sensor_filebeat_local.sh,8,2,38
Bourne Shell,./shared/aide/build-aide-deb.sh,10,1,38
Bourne Shell,./shared/bin/jdk-cacerts-auto-import.sh,7,1,38
Ruby,./logstash/ruby/dedoubleslash.rb,10,2,37
HTML,./sensor-iso/interface/sensor_interface/templates/base.html,4,3,37
Bourne Shell,./sensor-iso/interface/sensor_ctl/supervisor.init/supercronic_populate.sh,11,3,36
Bourne Shell,./suricata/scripts/suricata-update-rules.sh,9,1,36
YAML,./.github/workflows/codeql.yml,7,0,35
Dockerfile,./Dockerfiles/redis.Dockerfile,10,2,35
Markdown,./docs/contributing-logstash.md,18,0,35
Markdown,./docs/hedgehog.md,6,0,35
Markdown,./docs/running.md,16,0,35
Markdown,./docs/severity.md,12,0,35
YAML,./dashboards/opensearch_dashboards.yml,4,2,34
Markdown,./docs/contributing-dashboards.md,7,0,34
Bourne Again Shell,./malcolm-iso/config/hooks/normal/0992-localepurge.hook.chroot,4,0,34
Markdown,./docs/hardening.md,29,0,33
Markdown,./docs/host-config-macos.md,14,0,33
YAML,./logstash/maps/malcolm_severity.yaml,0,2,33
Bourne Again Shell,./sensor-iso/config/hooks/normal/0992-localepurge.hook.chroot,4,0,33
Bourne Shell,./arkime/scripts/docker_entrypoint.sh,10,11,32
Bourne Shell,./dashboards/scripts/docker_entrypoint.sh,10,4,32
JSON,./dashboards/templates/composable/component/arkime.json,0,0,32
Markdown,./docs/host-and-subnet-mapping.md,20,0,32
Bourne Again Shell,./sensor-iso/config/hooks/normal/0168-firefox-install.hook.chroot,4,1,32
Text,./License.txt,11,0,31
Markdown,./docs/hedgehog-hardening.md,28,0,31
Dockerfile,./sensor-iso/arkime/Dockerfile,7,1,31
Bourne Again Shell,./sensor-iso/config/hooks/normal/0900-setup-rc-local.hook.chroot,12,5,30
Text,./Notice.txt,8,0,29
YAML,./sensor-iso/interface/sensor_ctl/miscbeat/filebeat.yml,5,5,29
Bourne Shell,./shared/bin/agg-init.sh,13,8,28
Markdown,./docs/hedgehog-iso-build.md,9,0,27
Bourne Again Shell,./malcolm-iso/config/hooks/normal/0990-remove-unwanted-pkg.hook.chroot,5,4,27
Bourne Shell,./suricata/scripts/eve-clean-logs.sh,11,9,27
Dockerfile,./shared/aide/Dockerfile,6,1,26
Markdown,./docs/hedgehog-installation.md,16,0,25
PHP,./htadmin/src/includes/head.php,7,8,25
YAML,./sensor-iso/interface/sensor_ctl/arkime/rules.yml,0,0,25
Markdown,./docs/api-indices.md,4,0,24
Markdown,./docs/contributing-guide.md,2,0,24
Markdown,./docs/hedgehog-config-root.md,23,0,24
Text,./docs/images/icon/icon_attrib.txt,10,0,24
YAML,./logstash/maps/syslog_facility_codes.yaml,0,0,24
Ruby,./logstash/ruby/smbsplit.rb,5,8,23
Markdown,./docs/alerting.md,15,0,22
Markdown,./docs/api-fields.md,4,0,22
Markdown,./docs/download.md,17,0,22
HTML,./docs/images/hedgehog/logo/font/ubuntucondensed/DESCRIPTION.en_us.html,5,0,22
Bourne Shell,./file-upload/docker-entrypoint.sh,8,3,22
PHP,./file-upload/jquery-file-upload/index.php,0,1,22
YAML,./filebeat/filebeat-nginx.yml,7,5,21
Bourne Shell,./sensor-iso/beats/beat-build.sh,4,1,21
Markdown,./README.md,14,0,20
diff,./arkime/patch/fields_db_max_5000.patch,6,26,20
Bourne Shell,./htadmin/htadmin.sh,2,0,20
Bourne Shell,./pcap-monitor/scripts/watch-pcap-uploads-folder.sh,7,5,20
Markdown,./docs/file-scanning.md,9,0,19
HTML,./docs/images/hedgehog/logo/font/ubuntu/DESCRIPTION.en_us.html,0,0,19
Markdown,./docs/upload.md,12,0,18
Bourne Shell,./file-monitor/docker-entrypoint.sh,7,1,18
Python,./api/project/config.py,4,0,17
YAML,./logstash/maps/mitre_attack_tactic_ids.yaml,0,0,17
YAML,./logstash/maps/mitre_attack_tactic_reference.yaml,0,0,17
Bourne Shell,./shared/bin/capture-format-wait.sh,5,1,17
Bourne Shell,./arkime/scripts/arkime_update_geo.sh,5,6,16
JSON,./dashboards/notifications/channels/malcolm_api_loopback_webhook.json,0,0,16
Markdown,./docs/api-aggregations.md,8,0,16
Properties,./logstash/config/log4j2.properties,5,1,16
Dockerfile,./malcolm-iso/Dockerfile,4,1,16
Dockerfile,./sensor-iso/Dockerfile,4,1,16
